# name|lat|lon|elevation_m|radius_km
Rohri|27.6920|68.8950|1466|22.0
Surrey Hills|-37.8167|145.1000|-350|22.0
Amassoma|4.9703|6.1091|1446|22.0
Kalher|19.2472|73.0152|990|22.0
Ladywell|51.4545|-0.0223|2042|22.0
Garhdiwāla|31.7415|75.7557|1621|22.0
Miren|45.8954|13.6082|1803|22.0
Villanueva|10.4436|-75.2731|920|22.0
Figueira|-23.8492|-50.4031|-88|22.0
Jaguaribara|-5.4603|-38.4626|410|22.0
Romsey|50.9891|-1.4999|2101|22.0
Karlovac|45.4917|15.5500|1770|22.0
Den’enchōfu|35.5955|139.6653|389|22.0
Satānā|20.5948|74.2030|1093|22.0
Pleinfeld|49.1047|10.9819|1826|22.0
Stone|51.4503|0.2647|2034|22.0
Nanaku|40.4009|141.2727|676|22.0
Alexandra|-26.1053|28.0988|-173|22.0
Bertoua|4.5773|13.6846|1521|22.0
Monte Alegre do Piauí|-9.7539|-45.3039|477|22.0
Machida|35.5403|139.4508|380|22.0
Chipindo|-13.8142|15.7904|353|22.0
Ambad|19.6130|75.7891|1047|22.0
Argun|43.2929|45.8669|1942|22.0
Mohelnice|49.7770|16.9195|1764|22.0
Tawara|9.6572|-5.6525|1433|22.0
Doka|13.5167|35.7667|1027|22.0
Ban Nong Pradu|14.4906|99.7071|608|22.0
Phú Mỹ|10.6333|107.0667|283|22.0
Ijuw|-0.5210|166.9581|-350|22.0
Green|40.9459|-81.4832|1109|22.0
Westerleigh|40.6212|-74.1318|1027|22.0
Zürich (Kreis 3)|47.3578|8.5030|1901|22.0
Prasadampadu|16.6122|80.6844|899|22.0
Daegu|35.8703|128.5911|121|22.0
Maulawin|14.2667|121.4333|-316|22.0
Pusztaszabolcs|47.1372|18.7670|1738|22.0
Tarancón|40.0085|-3.0073|2426|22.0
Mar’yanovka|54.9616|72.6447|1558|22.0
Fort Campbell North|36.6543|-87.4606|1272|22.0
Bowmanville|43.9168|-78.6829|1016|22.0
Gahanna|40.0192|-82.8793|1149|22.0
Qubadlı|39.3444|46.5818|1766|22.0
Boituva|-23.2833|-47.6722|30|22.0
Al Qanāyāt|30.6193|31.4616|1366|22.0
Bhattiān|30.9610|75.8289|1597|22.0
Linamon|8.1860|124.1628|-350|22.0
Raposo Tavares|-23.5924|-46.7856|42|22.0
Albatera|38.1790|-0.8706|2389|22.0
Sos’va|59.1766|61.8558|1931|22.0
Ouro Preto do Oeste|-10.7481|-62.2158|211|22.0
Luchenza|-16.0069|35.3095|490|22.0
Vila Nova de Gaia|41.1240|-8.6124|2554|22.0
Bébouo-sibouo|6.8197|-6.2378|1199|22.0
Bristol|36.5951|-82.1887|1198|22.0
Ashwood|-37.8666|145.1055|-350|22.0
Filottrano|43.4355|13.3514|1828|22.0
Chatsworth|34.2572|-118.6012|600|22.0
Unaizah|26.1000|44.0000|1090|22.0
Kalaoa|19.7286|-155.9817|75|22.0
Vilār|10.7313|79.1554|473|22.0
Westerkappeln|52.3167|7.8833|1841|22.0
Yate|51.5407|-2.4184|2112|22.0
Vagator|15.5977|73.7450|745|22.0
Granada|6.1435|-75.1853|730|22.0
San Roque|36.2098|-5.3845|2520|22.0
Bracken Ridge|-27.3171|153.0310|-350|22.0
Çarşamba|41.1989|36.7219|1680|22.0
Trawaininkro|6.0629|-6.8805|1117|22.0
Inwood|40.6221|-73.7468|1025|22.0
Baclaran|14.5319|120.9942|-295|22.0
Sagara|34.6850|138.2046|295|22.0
Juniata Park|40.0085|-75.1088|1043|22.0
Guaranda|-1.5911|-78.9990|89|22.0
Zeerust|-25.5370|26.0751|-186|22.0
Piploda|23.3500|75.4333|1268|22.0
Turkmen-Kala|37.4247|62.3382|1890|22.0
Rosário do Ivaí|-24.2557|-51.2493|-142|22.0
Deltona|28.9005|-81.2637|1251|22.0
Kamikawa|35.0755|134.7403|220|22.0
Serpong|-6.3169|106.6642|-350|22.0
Little Bray|53.2044|-6.1208|2172|22.0
Sibul|15.1690|121.0616|-294|22.0
Thị Trấn Ba Hàng|21.4155|105.8732|433|22.0
Nakijin|26.6758|127.9717|-262|22.0
Mahendranagar|22.8401|70.8603|1198|22.0
Rushden|52.2893|-0.6018|2035|22.0
Caucaia|-3.7361|-38.6531|426|22.0
Brasília de Minas|-16.2064|-44.4333|337|22.0
Saga|33.2333|130.3000|28|22.0
Tuŏl Tumpung|11.5512|104.9063|376|22.0
Labé|11.3182|-12.2833|1307|22.0
Mehendiganj|22.8226|90.5286|1072|22.0
Kāri|24.8368|78.8665|1340|22.0
Harduāganj|27.9436|78.1579|1469|22.0
George Town|5.4112|100.3354|253|22.0
Divenié|-2.6772|12.0856|1060|22.0
Papeete|-17.5347|-149.5684|-350|22.0
Manakara|-22.1486|48.0106|80|22.0
Kremmen|52.7622|13.0252|1787|22.0
Doorn|52.0334|5.3457|1892|22.0
Prien|30.1819|-93.2738|1257|22.0
Takhlibilar Pathar|26.5004|90.9352|1116|22.0
Nusle|50.0646|14.4399|1778|22.0
Fukumitsu|36.5575|136.8695|359|22.0
Vallcarca|41.4121|2.1439|2229|22.0
Ugrākheri|29.3780|77.0093|1531|22.0
Pátzcuaro|19.5132|-101.6099|487|22.0
Zhenzhou|32.2803|119.1700|-27|22.0
Garnet|33.9270|-116.4770|678|22.0
Gorokhovets|56.1996|42.6887|2317|22.0
Narandiba|-22.4072|-51.5244|-53|22.0
Kopāganj|26.0192|83.5663|1322|22.0
Cai Lậy|10.4000|106.1167|310|22.0
Kihoku-chō|33.2559|132.6834|74|22.0
Folsom|38.6780|-121.1761|716|22.0
Glenvar Heights|25.7076|-80.3256|1236|22.0
Kaukajärvi|61.4675|23.8849|2072|22.0
Staré Mesto|48.1504|17.0900|1754|22.0
Eichenzell|50.4954|9.6967|1833|22.0
Hampton East|-37.9370|145.0286|-350|22.0
Wilson|35.7213|-77.9155|1143|22.0
Portmarnock|53.4231|-6.1375|2165|22.0
Mahembe|-2.2386|29.2929|1090|22.0
Campo Grande do Piauí|-7.1337|-41.0376|449|22.0
Koolauloa|21.6058|-157.9265|146|22.0
Lebanon|37.6806|-92.6638|1310|22.0
Thới Lai|10.0652|105.5586|321|22.0
Padrón|42.7388|-8.6606|2535|22.0
Conceição da Barra|-18.5933|-39.7322|285|22.0
Orgeval|48.9216|1.9779|2052|22.0
Gargždai|55.7095|21.3944|1885|22.0
Bienenbüttel|53.1416|10.4868|1802|22.0
Sītāpur|27.5619|80.6826|1420|22.0
Bay City|28.9828|-95.9694|1182|22.0
Digboi Oil Town|27.3885|95.6189|921|22.0
Humlebæk|55.9618|12.5341|1792|22.0
Kherli|27.2736|76.9861|1454|22.0
Nailsworth|51.6938|-2.2199|2101|22.0
Las Gabias|37.1355|-3.6703|2478|22.0
Bellegarde-sur-Valserine|46.1079|5.8242|1999|22.0
Singārbīl|23.9070|91.2171|1072|22.0
Auburndale|28.0653|-81.7887|1255|22.0
Jinshan|29.6657|105.8821|401|22.0
Tayshet|55.9328|97.9896|510|22.0
Carlisle|39.5820|-84.3202|1181|22.0
Governador Edison Lobão|-5.7451|-47.3640|561|22.0
Forbesganj|26.3025|87.2656|1237|22.0
Frankenmuth|43.3317|-83.7380|1092|22.0
Wauwatosa|43.0495|-88.0076|1168|22.0
Tejuçuoca|-3.9889|-39.5806|444|22.0
Sutton Coldfield|52.5667|-1.8167|2062|22.0
Saint-Pierre-d'Oléron|45.9437|-1.3059|2240|22.0
Lāhījān|37.2042|50.0092|1720|22.0
Ichinoe|35.6914|139.8825|401|22.0
Ivano-Frankivsk|48.9231|24.7125|1781|22.0
Maoli|24.7835|73.9839|1340|22.0
Drosiá|38.1198|23.8643|1604|22.0
Gimcheon|36.1218|128.1198|124|22.0
Garuhapé|-26.8212|-54.9577|-350|22.0
Jāndli|30.3571|76.7964|1565|22.0
Ouarzazate|30.9189|-6.8934|2490|22.0
Angoulême|45.6500|0.1535|2198|22.0
West Chester|39.9610|-75.6080|1049|22.0
Open Door|-34.4911|-59.0753|-350|22.0
Hinnerup|56.2661|10.0630|1790|22.0
Highland Springs|37.5460|-77.3278|1107|22.0
Santa Catarina|19.6366|-98.9265|622|22.0
Barreiros|-8.8183|-35.1864|316|22.0
Bad Sooden-Allendorf|51.2709|9.9748|1822|22.0
Bạch Mai|20.9833|105.8333|435|22.0
Pont-Sainte-Marie|48.3185|4.0945|2003|22.0
Léguevin|43.6003|1.2324|2212|22.0
Orlando|28.5383|-81.3792|1252|22.0
Zanaga|-2.8503|13.8261|1084|22.0
Spreydon|-43.5567|172.6169|-350|22.0
Mādāyi|12.0343|75.2378|509|22.0
Kotār|24.6980|80.9807|1317|22.0
Deoli|28.5025|77.2312|1499|22.0
Thief River Falls|48.1191|-96.1812|1170|22.0
Yokkaichi|34.9667|136.6167|265|22.0
Dores de Campos|-21.1089|-44.0231|196|22.0
Carmiano|40.3440|18.0419|1731|22.0
Decima|44.7105|11.2298|1868|22.0
Saint-Marcel|49.1000|1.4500|2063|22.0
Bilao|11.4880|122.5599|-350|22.0
Reichertshofen|48.6578|11.4661|1821|22.0
Pacov|49.4708|15.0017|1774|22.0
Buenavista|19.6083|-99.1694|609|22.0
Cananea|30.9835|-110.2976|791|22.0
Bonadelle Ranchos-Madera Ranchos|36.9847|-119.8746|688|22.0
Olindina|-11.3667|-38.3333|363|22.0
Jericó|-6.5536|-37.8086|388|22.0
Kowloon Bay|22.3266|114.2078|33|22.0
Sigmaringen|48.0883|9.2303|1872|22.0
Memāri|23.1765|88.0975|1145|22.0
El Alia|37.1691|10.0348|2018|22.0
Chicholi|22.0123|77.6710|1202|22.0
Newburyport|42.8126|-70.8773|1003|22.0
Rho|45.5324|9.0402|1916|22.0
New Port Richey East|28.2603|-82.6926|1262|22.0
Tepalcatepec|19.1872|-102.8470|404|22.0
Ağdaş|40.6470|47.4738|1848|22.0
Rottach-Egern|47.6897|11.7706|1824|22.0
Albisola Superiore|44.3389|8.5105|1951|22.0
Schmallenberg|51.1547|8.2851|1849|22.0
Pulupandan|10.5178|122.8026|-350|22.0
Pīrzādagūda|17.3945|78.5905|932|22.0
Zakynthos|37.7802|20.8956|1664|22.0
Phôngsali|21.6808|102.1003|613|22.0
Stevensville|38.9807|-76.3144|1071|22.0
Eskiarab|40.3697|71.4186|1863|22.0
Nybro|56.7446|15.9071|1822|22.0
Churchdown|51.8774|-2.1709|2094|22.0
Kazbek|42.6977|44.5175|5033|40.0
Ishigaki|24.3448|124.1572|-282|22.0
Shangzhi|45.2056|128.0024|535|22.0
Haimen|23.1935|116.6122|-66|22.0
Craigieburn|-37.6000|144.9500|-350|22.0
Pāthardi|19.1728|75.1743|1012|22.0
Cormons|45.9553|13.4668|1805|22.0
Sosnovoborsk|56.1218|93.3381|597|22.0
Dodong-ri|37.4950|130.9043|248|22.0
Salgótarján|48.0987|19.8030|1743|22.0
Wombourne|52.5333|-2.1833|2074|22.0
Bewbush|51.1033|-0.2231|2058|22.0
Laoang|12.5698|125.0141|-350|22.0
Ovriá|38.1887|21.7290|1646|22.0
Topi|34.0703|72.6215|1729|22.0
Mondelange|49.2615|6.1650|1926|22.0
Várzea da Palma|-17.5976|-44.7337|298|22.0
Zuidhorn|53.2467|6.4028|1851|22.0
Gaya|11.8843|3.4492|1818|22.0
Tankéssi|7.3491|-3.2035|1347|22.0
Arcozelo|41.0619|-8.6319|2555|22.0
Papenburg|53.0777|7.4152|1838|22.0
Dairy Farm|1.3664|103.7745|23|22.0
Le Bardo|36.8106|10.1348|2020|22.0
Riobamba|-1.6651|-78.6589|100|22.0
Üllő|47.3877|19.3553|1737|22.0
Cabaceiras|-7.4889|-36.2872|349|22.0
Sīnah|36.8085|43.0393|1577|22.0
Tarímbaro|19.7958|-101.1778|527|22.0
Chan Kasem|13.8206|100.5831|565|22.0
Ibipeba|-11.6408|-42.0111|415|22.0
Pratāp Singhwāla|30.9282|75.7786|1596|22.0
Alexándreia|40.6267|22.4442|1649|22.0
Baños|-1.3970|-78.4229|131|22.0
Richmond|42.8092|-82.7558|1089|22.0
Rostrevor|-34.8939|138.6918|-350|22.0
Schwarzenfeld|49.3877|12.1348|1806|22.0
Geelong West|-38.1389|144.3484|-350|22.0
Ciechocinek|52.8791|18.7950|1800|22.0
Cidade Gaúcha|-23.3803|-52.9447|-162|22.0
Belo sur Tsiribihina|-19.6979|44.5459|225|22.0
Ţarţūs|34.8890|35.8866|1434|22.0
Palmares do Sul|-30.2578|-50.5097|-350|22.0
Kafr Takhārīm|36.1168|36.5152|1479|22.0
Lago do Junco|-4.6059|-45.0543|543|22.0
Kota Kuala Muda|5.5882|100.3709|262|22.0
Magstadt|48.7447|8.9667|1869|22.0
Julfa|38.9379|45.6333|1728|22.0
Torre de Moncorvo|41.1745|-7.0536|2519|22.0
Shibetsu|44.1714|142.3952|847|22.0
Northglenn|39.8855|-104.9872|1272|22.0
Kariong|-33.4397|151.2945|-350|22.0
Khairāgarh|26.9435|77.8182|1435|22.0
Rupert|42.6191|-113.6772|1145|22.0
Panabo|7.3081|125.6842|-350|22.0
Golbahār|36.5698|59.1904|1830|22.0
Al Maḩallah al Kubrá|30.9706|31.1669|1377|22.0
Różanka-Polanka|51.1434|17.0199|1774|22.0
Ózd|48.2167|20.3000|1744|22.0
Zestaponi|42.1075|43.0329|1832|22.0
Donaghmede|53.3984|-6.1618|2166|22.0
Lindenheuvel|50.9851|5.8167|1902|22.0
Peixoto de Azevedo|-10.2231|-54.9797|429|22.0
Scafati|40.7602|14.5372|1820|22.0
Brobo|7.6403|-4.8254|1312|22.0
Ayénoua|5.3668|-3.3177|1194|22.0
Mure|36.7512|138.2402|409|22.0
Sinegorskiy|48.0139|40.8447|2043|22.0
Xinyi|22.3730|110.9475|184|22.0
Kitasugama|37.2204|140.4534|499|22.0
Owando|-0.4819|15.8999|1261|22.0
Danja|11.3771|7.5610|1830|22.0
Old Orchard Beach|43.5173|-70.3775|1004|22.0
Daun|50.1972|6.8294|1893|22.0
Yongle|31.0105|109.5048|235|22.0
Wimborne Minster|50.7833|-1.9833|2122|22.0
Río Ceballos|-31.1697|-64.3175|-350|22.0
Kirkby|53.4814|-2.8921|2065|22.0
Toa Alta|18.3883|-66.2482|1058|22.0
Bafoussam|5.4778|10.4176|1547|22.0
La Castellana|10.3239|123.0215|-350|22.0
Nong Khai|17.8785|102.7420|559|22.0
Ouinhi|7.0841|2.4834|1501|22.0
Jiguaní|20.3679|-76.4274|1169|22.0
Alapayevsk|57.8500|61.6941|1982|22.0
Ukhrul|25.1196|94.3642|970|22.0
Mountain View Gardens|17.9856|-76.7671|1129|22.0
Ryl’sk|51.5714|34.6832|2045|22.0
Xinhua|24.7525|98.4830|788|22.0
's-Gravenzande|52.0017|4.1653|1919|22.0
Woonona|-34.3493|150.9144|-350|22.0
Kyangwali Refugee Camp|1.1881|30.7828|1129|22.0
Kamskiye Polyany|55.4307|51.4171|2301|22.0
Steinheim|51.8707|9.0914|1828|22.0
Gedling|52.9757|-1.0787|2028|22.0
Cagayan de Oro|8.4822|124.6472|-350|22.0
Ferny Hills|-27.3959|152.9374|-350|22.0
Fudaba|33.4500|133.2000|96|22.0
Astara|38.4560|48.8750|1765|22.0
Manvel|29.4627|-95.3580|1209|22.0
Changdian|34.7759|116.5834|60|22.0
Konya|37.8713|32.4846|1528|22.0
Apostolove|47.6598|33.7195|1882|22.0
Pampa del Indio|-26.0498|-59.9373|-350|22.0
Habartov|50.1830|12.5505|1796|22.0
Kalefeld|51.8000|10.0333|1816|22.0
Alapa|8.6167|4.3833|1643|22.0
San-Pédro|4.7485|-6.6363|1026|22.0
Lauderdale Lakes|26.1665|-80.2084|1238|22.0
Pustoshka|56.3353|29.3689|2075|22.0
Wollongong city centre|-34.4279|150.8927|-350|22.0
Malacca|2.1960|102.2405|75|22.0
Joypur Hāt|25.1015|89.0273|1162|22.0
Les Avirons|-21.2406|55.3368|-166|22.0
Padiyam|10.4526|76.1030|405|22.0
West Thurrock|51.4783|0.2767|2033|22.0
Ipouagui|5.5190|-6.8356|1078|22.0
Kallettumkara|10.3439|76.2681|399|22.0
Miroslava|47.1500|27.5167|1766|22.0
Nelson|-41.2708|173.2840|-350|22.0
Yanshan|30.5543|108.3091|286|22.0
Jequeri|-20.4558|-42.6658|232|22.0
Brotton|54.5666|-0.9393|1978|22.0
Beruri|-3.8983|-61.3731|578|22.0
Esperanza|27.5805|-109.9312|611|22.0
Klebang Besar|2.2186|102.1995|76|22.0
Neutraubling|48.9874|12.2010|1807|22.0
Tuba City|36.1350|-111.2399|1002|22.0
Budhāna|29.2880|77.4753|1522|22.0
Si Racha|13.1737|100.9311|538|22.0
Matsuzaki|35.4667|133.9000|218|22.0
Alsbach|49.7408|8.6234|1862|22.0
Bedford|42.4907|-71.2762|1003|22.0
Uruburetama|-3.6250|-39.5083|445|22.0
Ibusuki|31.2333|130.6500|-61|22.0
Labbaikkudikkādu|11.3922|79.0217|520|22.0
Chentian Village|22.5914|113.8781|48|22.0
Terralba|39.7206|8.6350|2028|22.0
Salavan|15.7165|106.4174|382|22.0
Granger|41.7534|-86.1108|1166|22.0
Parkes|-33.1372|148.1759|-350|22.0
Plavsk|53.7084|37.2946|2172|22.0
Guérin-Kouka|9.6906|0.6114|1628|22.0
Sodhri|32.4621|74.1821|1663|22.0
Lusk|53.5274|-6.1642|2162|22.0
Surrey Centre|49.1167|-122.7500|1045|22.0
Newark|43.0467|-77.0952|1017|22.0
Olpād|21.3365|72.7516|1124|22.0
Taifu|28.9820|105.6370|417|22.0
Buyisonto|-24.7901|31.1303|-23|22.0
Rancharia|-22.2292|-50.8931|-21|22.0
Loznica|44.5312|19.2427|1717|22.0
Lavra|41.2593|-8.7185|2555|22.0
Girga|26.3372|31.8929|1292|22.0
Navàs|41.9000|1.8776|2228|22.0
Serhetabat|35.2799|62.3438|1799|22.0
Berber|18.0216|33.9830|1136|22.0
Brunstatt|47.7213|7.3201|1925|22.0
Kālimpong|27.0706|88.4753|1211|22.0
Carrizal|10.3498|-66.9863|979|22.0
Erlanger|39.0167|-84.6008|1196|22.0
Pianillo|40.6342|14.5492|1821|22.0
Qalqīlyah|32.1897|34.9706|1353|22.0
Sevierville|35.8681|-83.5618|1229|22.0
Nishinoomote|30.7333|131.0000|-79|22.0
La Solana|38.9442|-3.2381|2448|22.0
Bumpe|7.8921|-11.9054|1066|22.0
Asheville|35.6009|-82.5540|1218|22.0
Ayakudi|10.4499|77.5520|427|22.0
Monte Alegre de Sergipe|-10.0272|-37.5622|359|22.0
Macarani|-15.5683|-40.4231|341|22.0
Mancha Real|37.7863|-3.6123|2471|22.0
Hazelwood|38.7714|-90.3709|1280|22.0
Doğankent|36.8443|35.3440|1500|22.0
Sérres|41.0850|23.5476|1640|22.0
Dongfeng|42.6739|125.5289|365|22.0
Shamsābād|27.5371|79.4380|1438|22.0
Katiola|8.1373|-5.1010|1340|22.0
Mariendorf|52.4378|13.3811|1786|22.0
Murg|47.5549|8.0218|1910|22.0
Creve Coeur|38.6609|-90.4226|1282|22.0
Riachinho|-16.2300|-45.9917|328|22.0
Bouznika|33.7894|-7.1597|2534|22.0
Lumiar|38.7748|-9.1560|2579|22.0
Mapun|6.9747|118.5144|-229|22.0
Itueta|-19.3962|-41.2261|268|22.0
Kharsāwān|22.7909|85.8310|1180|22.0
Iguatemi|-23.6803|-54.5611|-249|22.0
De Panne|51.0979|2.5937|1979|22.0
Siewierz|50.4666|19.2303|1771|22.0
Gangu Chengguanzhen|34.7356|105.3263|394|22.0
Novofedorovka|45.0947|33.5721|1783|22.0
Calkiní|20.3691|-90.0512|999|22.0
Oullins|45.7140|4.8075|2040|22.0
Richmond|37.9358|-122.3478|627|22.0
Mont Belvieu|29.8477|-94.8908|1227|22.0
Al Wajh|26.2309|36.4649|1179|22.0
Ellettsville|39.2339|-86.6250|1223|22.0
Murlīganj|25.8969|86.9958|1237|22.0
Natore|24.4111|88.9867|1150|22.0
Wundwin|21.0942|96.0280|862|22.0
Souanké|2.0597|14.1322|1390|22.0
Xili|22.5881|113.9479|45|22.0
Carbonia|39.1647|8.5213|2042|22.0
Bellshill|55.8167|-4.0167|2020|22.0
Urmar|31.6814|75.6355|1621|22.0
Rangāpuram|13.1448|79.3977|652|22.0
Bomdila|27.2647|92.4247|1063|22.0
La Ferté-sous-Jouarre|48.9514|3.1272|2016|22.0
Esperança|-7.0331|-35.8572|343|22.0
Wiradesa|-6.8922|109.6190|-350|22.0
Bachajón|17.0396|-92.1899|751|22.0
Sulęcin|52.4443|15.1168|1782|22.0
Smithfield|35.5085|-78.3394|1153|22.0
Odessa|31.8457|-102.3676|1121|22.0
Kesabpur|22.9683|88.2628|1135|22.0
Yakima|46.6021|-120.5059|1051|22.0
Ajuricaba|-28.2394|-53.7708|-350|22.0
São João do Manteninha|-18.7214|-41.1603|284|22.0
Dabra|21.7804|83.0824|1176|22.0
Puno|-15.8400|-70.0220|-350|22.0
Cassano Magnago|45.6721|8.8269|1919|22.0
Sihanoukville|10.6093|103.5296|395|22.0
Forest Hill|32.6721|-97.2692|1256|22.0
Diafla|7.4212|-6.8675|1221|22.0
Xiuying|20.0007|110.2936|217|22.0
Santiago de Querétaro|20.5881|-100.3881|616|22.0
Pudusseri|10.7582|76.7859|438|22.0
Muroto-misakicho|33.2866|134.1683|110|22.0
Murmashi|68.8154|32.8115|2337|22.0
Barnes|51.4735|-0.2484|2049|22.0
Blankenhain|50.8599|11.3439|1807|22.0
Semmipālaiyam|11.0093|77.2357|464|22.0
Leslie|-26.3674|28.9189|-170|22.0
Inashiki|35.9563|140.3236|429|22.0
Englewood|39.6478|-104.9878|1268|22.0
Grove|36.5937|-94.7691|1319|22.0
Leola|40.0879|-76.1850|1053|22.0
Leopoldina|-21.5319|-42.6431|200|22.0
Irondequoit|43.2134|-77.5797|1018|22.0
Stary Sącz|49.5636|20.6350|1763|22.0
Santa María Magdalena|20.5979|-100.4474|614|22.0
Panania|-33.9537|150.9973|-350|22.0
Colegiales|-34.5737|-58.4492|-350|22.0
Nagongera|0.7616|34.0262|1001|22.0
Jesús María Garza|16.3967|-93.2937|666|22.0
Chilanzar|41.2819|69.1811|1924|22.0
Dass|10.0007|9.5160|1772|22.0
Bondeno|44.8894|11.4154|1861|22.0
Southgate|51.6167|-0.1000|2040|22.0
Osiedle Powstańców Śląskich|51.0929|17.0206|1773|22.0
Bacheli|18.6843|81.2686|1026|22.0
Yadgir|16.7701|77.1376|875|22.0
Cabcaben|14.4540|120.5914|-278|22.0
Glenville|41.5334|-81.6174|1099|22.0
St. Louis|38.6273|-90.1979|1280|22.0
Ilabaya|-17.4207|-70.5128|-350|22.0
Águas Formosas|-17.0822|-40.9358|317|22.0
Khaira|19.7867|72.7616|1023|22.0
Maiquetía|10.5945|-66.9562|984|22.0
Cholul|21.0429|-89.5579|1042|22.0
Portland|36.5817|-86.5164|1261|22.0
Sant Gervasi - Galvany|41.3975|2.1430|2229|22.0
Gebeit|21.0667|36.3167|1085|22.0
Tirumeshi|13.0534|80.0600|654|22.0
West Cambie|49.1829|-123.1169|1036|22.0
Maroochydore|-26.6601|153.0995|-350|22.0
Samarkandyk|39.9981|70.5459|1880|22.0
Howard|44.5436|-88.0882|1133|22.0
Saint Albans|-37.7333|144.8000|-350|22.0
Sankt Veit an der Glan|46.7681|14.3603|1785|22.0
Probishtip|42.0031|22.1786|1664|22.0
Karlıova|39.2904|41.0059|1663|22.0
Andrews|32.3187|-102.5457|1133|22.0
Yanggu|36.1106|115.7753|96|22.0
Ankang|23.1825|99.7437|726|22.0
Albert Falls|-29.4404|30.4334|-327|22.0
Shalateen|23.1323|35.5909|1139|22.0
Palestina|-20.3900|-49.4331|113|22.0
Stittsville|45.2501|-75.9161|980|22.0
Tiémélékro|6.4921|-4.6198|1233|22.0
Ocosingo|16.9063|-92.0935|747|22.0
Pandavarmangalam|9.1533|77.8817|335|22.0
Campo Grande|38.7547|-9.1665|2579|22.0
Vicente Pires|-15.8101|-48.0308|322|22.0
Brockville|44.5913|-75.6870|988|22.0
Elamanchili|17.5491|82.8575|965|22.0
Boromo|11.7454|-2.9301|1669|22.0
Solotvyno|47.9473|23.8743|1752|22.0
Wallingford Center|41.4499|-72.8189|1012|22.0
Neuhausen|48.7926|8.7765|1872|22.0
Buenavista|7.2361|122.2553|-350|22.0
Nîmes|43.8366|4.3579|2097|22.0
Punggol|1.4144|103.9069|25|22.0
Changé|47.9871|0.2828|2131|22.0
Penwood|18.0098|-76.8335|1129|22.0
Torbeyevo|54.0774|43.2499|2279|22.0
Lokossou|6.6012|-7.3786|1140|22.0
Ettimadai|10.8911|76.9087|450|22.0
Bhera|32.4821|72.9086|1678|22.0
Masan|35.1272|126.8315|62|22.0
Tura|64.2777|100.2185|553|22.0
Vegesack|53.1792|8.6223|1821|22.0
Boo|59.3333|18.2833|1897|22.0
Palaú|27.8924|-101.4235|985|22.0
Tiaoshi|29.2772|106.6425|367|22.0
Pimentel|-6.8367|-79.9342|-350|22.0
Holzminden|51.8280|9.4455|1824|22.0
Águas Mornas|-27.6939|-48.8236|-230|22.0
La Descubierta|18.5705|-71.7297|1123|22.0
Redenção do Gurguéia|-9.4889|-44.5823|475|22.0
Duminichi|53.9338|35.1104|2134|22.0
Vårby|59.2667|17.8841|1888|22.0
Poomangalam|10.3113|76.1929|395|22.0
Lanciano|42.2272|14.3902|1812|22.0
Xexéu|-8.8022|-35.6269|326|22.0
Floriana|35.8958|14.5083|1870|22.0
Ferrandina|40.5008|16.4526|1770|22.0
Tchétaly|6.1792|-7.0712|1119|22.0
Rincón Chamula|17.2081|-92.9390|731|22.0
Villaseta|37.2988|13.5592|1888|22.0
Pakuranga Heights|-36.9082|174.8802|-350|22.0
Holland Park|-27.5170|153.0674|-350|22.0
Strathdale|-36.7657|144.3155|-350|22.0
Hassi Bahbah|35.0711|3.0299|2304|22.0
Nowy Dwór Gdański|54.2131|19.1177|1824|22.0
Canacona|14.9959|74.0506|707|22.0
Vittorio Veneto|45.9803|12.3006|1829|22.0
Zeelst|51.4242|5.4157|1902|22.0
Almirante Tamandaré|-25.3247|-49.3100|-124|22.0
Pindorama|-21.1858|-48.9072|91|22.0
Bagale|-26.0657|27.6476|-181|22.0
Galpadar|23.0975|70.1251|1205|22.0
Armentières|50.6857|2.8821|1981|22.0
Bom Lugar|-4.3720|-45.0337|546|22.0
Pichor|25.1756|78.1886|1358|22.0
Dhanera|24.5097|72.0234|1311|22.0
Sunch’ŏn|39.4317|125.9328|233|22.0
Kursavka|44.4615|42.5041|1928|22.0
Bon-Secours|43.3192|5.3843|2073|22.0
Millom|54.2107|-3.2720|2052|22.0
Aleksandriyskaya|44.2272|43.3453|1935|22.0
Danville|37.6456|-84.7722|1222|22.0
Bilohirsk|45.0568|34.6039|1799|22.0
Chegunta|17.9713|78.4592|967|22.0
Bodelshausen|48.3889|8.9770|1874|22.0
Les Trois-Lucs|43.3137|5.4625|2071|22.0
Kusavampatti|11.2192|78.1808|495|22.0
Nagbukel|17.4471|120.5247|-258|22.0
Muramvya|-3.2678|29.6162|1051|22.0
Ojocaliente|21.8739|-102.6768|592|22.0
Körmend|47.0110|16.6060|1755|22.0
Połczyn-Zdrój|53.7642|16.0957|1793|22.0
Fort Carson|38.7375|-104.7889|1256|22.0
Valley East|46.6450|-80.9973|985|22.0
Dagzê|29.6733|91.3453|1114|22.0
Arana Hills|-27.3981|152.9580|-350|22.0
Neem ka Thana|27.7398|75.7865|1481|22.0
Kuangshi|38.0725|114.0461|154|22.0
Wanaraja|-7.1749|107.9808|-350|22.0
Xiugu|27.9113|116.7764|-39|22.0
Sentinela do Sul|-30.6124|-51.5812|-350|22.0
Nalbach|49.3833|6.7833|1909|22.0
Yabuki|37.2000|140.3167|494|22.0
